"id","country","leader","period","region","path_type","cluster","priority","status","econ_conditions","social","institutional","political","external","unique_aspects","historical_match_1","historical_match_2","historical_match_3","vdem_coverage","data_notes"
"GHA_DEMO","Ghana","Rawlings → Kufuor → Mills → Mahama → Akufo-Addo → Mahama","1992–2026","Africa","Control","control_stable_democracy","High","Control — Africa's gold standard","Cocoa + gold export economy; 2007 oil discovery (Jubilee field) — resource curse risk managed better than most; 2022 debt crisis: IMF programme after debt default — democratic institutions surviving economic stress; NDC-NPP alternation creating policy uncertainty but institutional stability; remittances 6% GDP","Two-party system (NDC-NPP) with genuine competition; Akan cultural majority but ethnic coalition building required; chieftaincy as parallel governance structure (600+ paramount chiefs); strong civil society (Ghana Civil Society Platform); media freedom index: consistently best in West Africa; religious tolerance (Christian-Muslim roughly equal)","Electoral Commission (EC): consistently credible — 2020 disputed result resolved without violence; Supreme Court: 2013 election petition (Mahama vs Akufo-Addo) heard and decided — loser accepted; CHRAJ (human rights commission) functioning; Auditor-General exposing corruption; Parliament: genuine debate and oversight","Rawlings: military ruler converting to democratic politician — unique trajectory; NDC-NPP alternation 1992–2026: 5 peaceful transfers; 2008 election decided by 40,000 votes — accepted; 2020 EC announcement contested but Supreme Court petition filed (not streets); Mahama returning 2024 — second non-consecutive term","ECOWAS leadership role — Ghana hosting multiple regional institutions; IMF: 2022 programme as economic anchor; World Bank: consistent development partner; China: infrastructure investment; US: AGOA trade preferences; AU: Ghana as stability model cited repeatedly","Africa's most important control case — 5 peaceful electoral transfers in a region where the average is less than 1. The 2013 Supreme Court election petition is the cleanest example of democratic dispute resolution in the African dataset: loser took dispute to court, court ruled, loser accepted. The 2022 debt crisis and IMF programme is a critical stress test — economic catastrophe that did not produce democratic backsliding. Ghana disproves the 'Africa cannot consolidate democracy' thesis most directly.","Costa Rica stability model (62%)","Uruguay democratic consolidation (60%)","Botswana long-run stability (65%)","Excellent","V-Dem 1957–2024; Ghana Statistical Service; Electoral Commission; Afrobarometer; CDD-Ghana; Supreme Court 2013 petition documentation"
"NGA_DEMO","Nigeria","Obasanjo → Yar'Adua → Jonathan → Buhari → Tinubu","1999–2026","Africa","Resilience","extreme_stress_resilience","High","Stressed democracy — surviving","Oil dependency: 90% of exports, 60% of government revenue — resource curse operating; Dutch disease hollowing manufacturing; 2016 recession (-1.6%) first in 25 years — oil price driven; naira devaluation and fuel subsidy removal 2023 creating inflation shock; 200m population with 40% in extreme poverty despite oil wealth; Lagos as parallel economic universe ($100bn GDP — larger than most African countries)","250+ ethnic groups — Hausa-Fulani (north) + Yoruba (southwest) + Igbo (southeast) as dominant tripartite; Boko Haram insurgency (30,000+ dead, 2m displaced) as permanent security variable; #EndSARS 2020 — youth protest against police brutality shot by army (Lekki Toll Gate); Niger Delta militancy as oil infrastructure threat; 2023 election: youth turnout record but results disputed","INEC (electoral commission): 2015 Jonathan conceding before result announced — watershed moment; Supreme Court: 2023 Tinubu election petition — upheld despite evidence questions; EFCC (anti-corruption): selective enforcement; NNPC (oil company) opacity; military: professional but political influence persisting; state governors as semi-autonomous power centres","Jonathan 2015 concession — first sitting African president to concede electoral defeat by phone call to opponent; Buhari: ex-military ruler returning as democrat — legitimacy experiment; 2023: Tinubu ('emilokan' — it is my turn) controversial victory; LP Obi candidacy: youth mobilisation crossing ethnic lines for first time; INEC BVAS technology improving but implementation contested","ECOWAS leadership — Nigeria as regional hegemon (60% of West African GDP); Sahel coups creating regional instability; China: largest bilateral creditor; UK: diaspora (900,000) + historical relationship; US: security cooperation + democracy promotion tension; IMF: no programme but Article IV consultations","Africa's largest democracy (100m+ registered voters) surviving Boko Haram insurgency, oil price crashes, ethnic fragmentation, and serial electoral disputes without democratic collapse. Jonathan's 2015 concession is the single most important democratic act in African political history — changed the continental calculus. #EndSARS and Lekki Toll Gate: army firing on unarmed protesters at a toll booth is the kind of event that ends regimes in the dataset — Nigeria survived it. Scale makes this uniquely important: if Nigeria fails democratically, it affects more people than any other African case.","India (ethnic federalism stress, 58%)","Colombia (conflict + democracy, 55%)","Indonesia post-Suharto (52%)","Good","V-Dem 1960–2024; Afrobarometer; SBM Intelligence; INEC data; 2023 election petition Supreme Court records; Stears data"
"ZWE_MUGABE","Zimbabwe","Mugabe → Mnangagwa","1980–2026","Africa","Consolidation","liberation_movement_capture","High","Mugabe completed — Mnangagwa continuation","From Africa's breadbasket to 500bn% hyperinflation (2008) — most extreme economic collapse in peacetime democratic dataset; Fast Track Land Reform 2000: white farm seizures destroying agricultural exports; ZIM dollar abandoned 2009; USD economy then RTGS$ then ZIG; 80% informal economy; Mnangagwa: dollarization + Chinese investment + diamond revenue opacity","ZANU-PF liberation war legitimacy as founding political currency; Gukurahundi: 20,000 Ndebele killed 1983–87 — Mnangagwa implicated; MDC (Tsvangirai) as opposition surviving systematic violence; 2008 election: Tsvangirai winning first round then withdrawing due to violence (200+ supporters killed); brain drain: 4m Zimbabweans in South Africa","ZEC (electoral commission): systematically captured; judiciary: initially independent then packed (Chidyausiku court); CIO (Central Intelligence Organisation) as political repression tool; security sector: ZANU-PF's private army; November 2017 military intervention removing Mugabe — not a coup officially; ConCourt: 2018 Chamisa petition dismissed in 24 hours","Mugabe: independence hero → 37-year authoritarian; 2000 referendum defeat — first signal of weakness; MDC formation as genuine opposition threatening ZANU-PF for first time; GNU 2009–2013 (ZANU-PF + MDC forced coalition) as unique African power-sharing; Mnangagwa coup-not-coup: 'assisted transition' establishing military as permanent kingmaker; 2023 election: SADC observer mission unprecedented criticism","South Africa: quiet diplomacy (Mbeki) failing to pressure Mugabe; SADC: non-interference norm protecting Mugabe; China: all-weather friend + infrastructure investment + military equipment; UK: land reform as colonial guilt variable; AU: Mugabe respected as liberation elder; sanctions (US ZIDERA, EU) limited effectiveness","Hyperinflation of 500 billion percent — the most extreme economic mismanagement of any country in the dataset that did not produce immediate regime collapse. Mugabe lasting 10 years after economic catastrophe demonstrates liberation movement legitimacy as extraordinary resilience factor for authoritarian regimes. The 2017 'military-assisted transition' is a new category: not a coup (no shots fired, Mugabe negotiated out) but not constitutional — creating a precedent copied in Sudan and Mali.","Venezuela Maduro economic collapse (58%)","Romania Ceaușescu removal (52%)","Bolivia MNR liberation capture (48%)","Good","V-Dem 1980–2024; Zimbabwe Human Rights NGO Forum; ZHRC; Afrobarometer; SADC observer mission reports; GNU documentation"
"RWA_KAGAME","Rwanda","Kagame","1994–2026","Africa","Stable","developmental_authoritarianism","Medium","Live — stable authoritarian","Genocide left GDP -50% in 1994; Vision 2020/2050: fastest-growing African economy 7–8% annually; Kigali as Africa's cleanest city — governance as brand; services + tourism + tech hub strategy; coffee and tea exports; no oil — forced to build competitive economy; inequality: high Gini despite growth (0.43)","Post-genocide reconciliation: gacaca courts processing 1.9m cases; Hutu-Tutsi identity officially banned — 'Rwandan' only; women 61% of parliament (highest globally); monthly umuganda community work mandatory; tight social control: no street protests, no critical media; RPF surveillance described as pervasive by dissidents","Parliament: highest female representation globally but rubber stamp; Supreme Court: packed; National Electoral Commission: captured; RPF party = state; Local governance (imihigo performance contracts) as accountability mechanism downward; Diaspora engagement structured through RPF networks","Kagame: RPF military commander who ended genocide → president since 2000; 2003 referendum + 2015 referendum enabling indefinite rule; Paul Rusesabagina (Hotel Rwanda hero) imprisoned 2020 — international outcry; Victoire Ingabire imprisoned; 2024 election: Kagame 99.15%; no viable opposition permitted","France: genocide complicity → reconciliation 2021; DRC: Rwanda accused of supporting M23 rebels (UN reports); Uganda: periodic tensions; UK: Rwanda asylum deal (2022–24) creating unusual bilateral relationship; AU: Kagame as respected voice on African development; ICC: not a member","Post-genocide reconstruction creating unique legitimacy basis unavailable to any other authoritarian in the library — the regime literally saved the country from extinction. This makes standard democratic backsliding analysis almost inapplicable: what is the counterfactual? Singapore is the only comparable case of genuine competence + systematic political control, but Singapore never faced genocide. The gender parity (61% women in parliament) coexisting with zero political freedom is analytically paradoxical.","Singapore PAP (62%)","Ethiopia EPRDF early (55%)","South Korea developmental state (45%)","Moderate","V-Dem 1990–2024; Human Rights Watch; Amnesty International; gacaca documentation (NURC); expert survey quality limited by access constraints"
"ETH_ABIY","Ethiopia","EPRDF → Abiy Ahmed","1991–2026","Africa","Collapse","reform_reversal_conflict","High","Live — post-war fragility","Second most populous African country (120m) — scale creating unique governance complexity; EPRDF developmental state: 10% growth 2004–2018 — Africa's fastest; Abiy liberalisation: foreign investment surge 2018–2019; Tigray war 2020–2022: $28bn economic damage, 500,000+ dead (UN estimate); Tigray + Amhara conflicts ongoing — fiscal strain; IMF programme 2023","80+ ethnic groups under ethnic federalism (kilil system); EPRDF: Tigrayan minority (6%) dominating coalition despite Oromo (35%) majority; Abiy: first Oromo PM — euphoria of 2018; OLA (Oromo Liberation Army) insurgency continuing post-peace; Amhara Fano militia as new armed actor; Eritrean troops in Tigray — rape and atrocities documented by UN","EPRDF: four ethnic parties (TPLF, ODP, ADP, SEPDM) forced to merge into Prosperity Party — TPLF refused; National Electoral Board: first credible election attempt 2021 but Tigray excluded; judiciary: insufficient independence; Abiy consolidating: NEBE, security services, military under personal control; federal structure surviving but strained","TPLF (Tigray People's Liberation Front): dominated Ethiopia 1991–2018; Abiy Nobel Peace Prize 2019 — fastest from reform hero to war criminal accusation; November 2020 Tigray war start: Abiy framing as law enforcement operation; Pretoria Peace Agreement November 2022; 2021 election: Prosperity Party landslide but legitimacy contested; Amhara conflict 2023 — new front opening","Eritrea: Isaias Afwerki as Abiy ally against TPLF — Eritrean troops committing atrocities in Tigray; Somalia: ATMIS mission; Egypt: Grand Ethiopian Renaissance Dam (GERD) as Nile water conflict; AU: Pretoria mediation; UN/OCHA: humanitarian access denied to Tigray; US: sanctions threat + AGOA suspension","The most dramatic reversal of a democratic opening in the African dataset — Nobel Peace Prize winner launching a war that produced 500,000+ dead within 18 months of the award. The ethnic federalism system (designed to manage diversity) becoming the fault line along which the state nearly fractured. Eritrean troop involvement (foreign military fighting inside Ethiopia against Ethiopian citizens) has no parallel in the dataset. The GERD (dam) as a potential trigger for interstate war between Ethiopia, Egypt, and Sudan adds a unique regional dimension.","Yugoslavia dissolution (ethnic federalism collapse, 58%)","Rwanda pre-genocide (40% — cautionary)","Sudan 2019 transition failure (55%)","Moderate","V-Dem 1991–2024; ACLED conflict data; UN OCHA; Ethiopian Human Rights Commission; expert survey access limited during conflict"
"SEN_DEMO","Senegal","Diouf → Wade → Sall → Faye","1981–2026","Africa","Resilience","long_run_democratic_resilience","Medium","Control — 2024 stress test passed","Francophone West African economy — CFA franc monetary union; phosphate + groundnuts + fishing; 2014 oil/gas discovery (offshore) — resource curse risk emerging; 2021–24 Sall: attempting constitutional manipulation while managing oil transition; Faye 2024: new generation economic agenda; 40% poverty rate despite growth","Sufi brotherhoods (Mouridiyya, Tijaniyya) as parallel social organisation — marabouts as political brokers; Wolof cultural dominance without ethnic conflict; Casamance separatism (low-level 40yr insurgency) as ongoing pressure; strong civil society (Y'en a Marre movement); vibrant press; French language creating elite-mass gap","Constitutional Council: ruled against Sall's third term attempt 2024 — critical institutional resistance; National Assembly: Sonko's Pastef party winning majority; High Court of Justice: functional; CENA (election commission) with moderate independence; Sall's attempt to postpone election February 2024: Constitutional Council overruling him","Diouf: peaceful transfer to opposition (Wade) 2000 — first in West Africa; Wade: democratic entry then third-term attempt blocked by protests (2012); Sall: two terms then attempting postponement — blocked by Constitutional Council; March 2024: Faye (Sonko ally) winning — Sall accepted result; Ousmane Sonko: opposition leader imprisoned then released then PM","France: CFA franc + military bases + Françafrique relationships; ECOWAS: Senegal as stability anchor in coup-affected region; IMF: programme + oil sector governance advice; EU: migration partnership (illegal departures to Canaries); USA: PEPFAR + security cooperation","Africa's most important resilience demonstration of 2024 — Constitutional Council blocking presidential election postponement, forcing Sall to hold elections he appeared to want to avoid, and Faye winning. Three consecutive peaceful transfers (Diouf→Wade→Sall→Faye) makes Senegal unique in Francophone Africa. The Sufi brotherhood system as parallel governance is analytically unique — marabouts commanding bloc votes and providing social services outside the state.","Ghana democratic resilience (68%)","Benin democratic consolidation (60%)","Uruguay LatAm stability (55%)","Good","V-Dem 1960–2024; Afrobarometer; CENA; Constitutional Council rulings; Y'en a Marre documentation"
"SDN_COLLAPSE","Sudan","Bashir → TMC → Hamdok → SAC → civil war","2019–2026","Africa","Collapse","transition_reversal_conflict","High","Live — civil war","Oil exports lost when South Sudan seceded 2011 (75% of revenue); inflation 300%+ by 2019 triggering uprising; bread price doubling as immediate protest trigger; gold mining under SAF/RSF parallel control — war financing; 2023 civil war: economy effectively collapsed; 10m+ displaced — largest displacement crisis globally","December 2018 uprising: bread prices → 'freedom, peace, justice'; Sudanese Professionals Association (SPA) organising — doctors, lawyers, engineers as vanguard; women's leadership (kandakas) prominent; April 2019 sit-in outside military HQ — largest in Sudanese history; RSF (Rapid Support Forces) descending from Janjaweed (Darfur genocide perpetrators) as military actor","TMC (Transitional Military Council) after Bashir removal; Sovereignty Council (military + civilian) as hybrid; Constitutional Declaration August 2019; October 2021 coup: Burhan removing civilian partners; parallel command structures (SAF + RSF) as institutional time bomb; April 2023: SAF-RSF war starting in Khartoum","Bashir 30yr regime: ICC arrest warrant (Darfur genocide) — first sitting head of state indicted; 2019 uprising removing Bashir — mass mobilisation success; Hamdok as civilian PM: civilian-military power sharing; 2021 coup: Burhan and Hemedti (RSF) removing civilian government; April 2023: Burhan vs Hemedti war — two generals who executed 2021 coup turning on each other","UAE: supporting RSF (Hemedti) — gold trade; Saudi Arabia: supporting SAF (Burhan); Egypt: supporting SAF; Russia: Wagner presence + gold concessions; Ethiopia: Pretoria process; AU: suspended Sudan; US: sanctions + attempted mediation (Jeddah talks); ICC: Bashir warrant unexecuted","The only case in the dataset where a successful mass protest movement removing an authoritarian (2019) led to civil war between the two military factions who initially managed the transition. The SAF-RSF war is analytically unique: two parallel military structures created during the Bashir era as mutual deterrents (so neither could coup alone) turning on each other. The Janjaweed-to-RSF transformation (genocide militia → national paramilitary → coup co-conspirator → belligerent) is the most complete institutional corruption arc in the library.","Yugoslavia dissolution (parallel military structures, 55%)","Libya 2011 post-Gaddafi (52%)","DRC post-Mobutu (48%)","Moderate","V-Dem 1956–2024; ACLED; Sudan Conflict Observatory; OCHA humanitarian data; SPA documentation; post-2023 data quality severely limited"
"MLI_COUP","Mali / Sahel coup belt","Keïta → Goïta → Traore (Burkina)","2012–2026","Africa","Stable","cyclical_instability","Medium","Live — junta consolidation","Landlocked — gold exports + subsistence agriculture; French colonial CFA franc system; 2012 coup context: Tuareg rebellion + jihadist expansion destroying northern economy; French military (Barkhane) costs without economic benefit; junta era: France expelled + Wagner/AES arrival; gold revenue under junta control; 2023 ECOWAS sanctions on Niger ($30bn GDP impact)","Tuareg identity (nomadic, trans-border) as permanent structural fault line; Peul/Fulani communities caught between jihadists and army — atrocity allegations against both; French language creating elite-mass gap; Islam: Sufi traditional vs Salafi-jihadist competition; youth bulge (65% under 25) + 30% unemployment as mobilisation base","2012 coup: Captain Sanogo removing Touré — ECOWAS forcing transition; IBK (Ibrahim Boubacar Keïta) elected 2013 legitimately; M5-RFP protest movement 2020; August 2020 coup; second coup March 2021; junta CNSP → transition → CNSP again; Burkina Faso: two coups 2022; Niger: coup July 2023; AES (Alliance des États du Sahel) as anti-ECOWAS bloc","Domino effect: Mali 2020+2021 → Guinea 2021 → Burkina 2022+2022 → Niger 2023 — 6 coups in 3 years in the region; anti-French sentiment as genuine popular base (not just junta PR); Wagner Group arrival as Russian geopolitical tool; ECOWAS sanctions failing to restore democracy; junta transitional timelines consistently extended","France: Barkhane → expelled from Mali, Burkina, Niger; Russia/Wagner: filling security vacuum + gold concessions; Algeria: border + diplomatic mediation; Mauritania: relative stability as regional contrast; AU: suspended all three + Guinea; ECOWAS: sanctions + threat of military intervention (Niger) not executed; US: reducing footprint","The first regional democratic collapse — 6 coups in 3 years across a contiguous geographic zone represents a new systemic phenomenon not seen since Latin America in the 1960s-70s. The anti-French sentiment is genuine mass politics, not just junta manipulation — creating democratic legitimacy for anti-democratic actors. Wagner Group as a new external actor type: private military company providing security in exchange for mining concessions, without the diplomatic constraints of state actors. AES (Mali+Burkina+Niger) forming a new regional bloc specifically to escape ECOWAS democratic conditionality — new institutional architecture of authoritarianism.","Latin America coup belt 1960s–70s (62%)","Thailand military cycles (55%)","Pakistan cyclical instability (50%)","Moderate","V-Dem 1960–2024; ACLED; Armed Conflict Survey; ISS West Africa; ECOWAS documentation; Wagner presence: ACLED + investigative journalism"
"BWA_CONTROL","Botswana","BDP → Masisi → Boko","1966–2026","Africa","Control","control_stable_democracy","High","Control — 2023 transfer completed","Diamond wealth (De Beers partnership) managed unusually well — Debswana model: government 50% partner; Botswana Development Corporation as sovereign wealth mechanism; GDP per capita: $100 (1966) → $8,000 (2026) — fastest sustained growth in world history 1966–2000; 2023: Moody's upgrade; diversification challenge as diamonds depleting; 20% unemployment structural","Tswana cultural majority (80%) without meaningful ethnic conflict — unique in African context; San (Bushmen) minority rights as ongoing question; HIV/AIDS: 25% prevalence peak 2000 → managed down to 12% via universal treatment programme; strong civic culture; low corruption perception (Africa's least corrupt consistently); Kgotla (traditional assembly) as participatory governance","Independent Electoral Commission: credible since 1969; High Court: genuine independence; Directorate on Corruption and Economic Crime (DCEC): functional; Ombudsman; Parliament: genuine debates; 2023: IEC managing first competitive transfer in 57 years cleanly; BCP (Duma Boko) accepting result immediately","BDP (Botswana Democratic Party): 57yr dominance without becoming authoritarian — the puzzle the Singapore comparison highlights; Seretse Khama founding legitimacy; 2019: Masisi defeating Khama (former president backing opposition) — internal BDP conflict; 2023 election: BDP losing to UDC (Duma Boko) — first transfer; Khama in exile in South Africa during 2019–2023","South Africa: economic dependency (80% trade) + SACU customs union; De Beers/Anglo American: diamond partnership; UK: Commonwealth relationship; Zimbabwe: refugee flows; Namibia: Chobe water sharing; no significant security threats enabling domestic consolidation focus","Diamond wealth managed for development rather than capture — the resource curse not operating. 57 years of single-party democracy without authoritarian consolidation — the longest in Africa. The 2023 transfer is the completion of the arc: the system produced a genuine alternation after 57 years, demonstrating that long dominant-party democracies can self-correct electorally. The Kgotla system (traditional public meetings for community decision-making) as participatory governance predating colonialism and surviving into modern democracy.","Ghana democratic consolidation (68%)","Japan LDP voluntary transfer (60%)","Mexico PRI voluntary transfer 2000 (58%)","Excellent","V-Dem 1966–2024; Afrobarometer; IEC Botswana; Transparency International (consistently top 3 in Africa); Statistics Botswana"
"KEN_RESILIENCE","Kenya","Moi → Kibaki → Odinga/Kenyatta → Ruto","1992–2026","Africa","Resilience","mediated_recovery","Medium","Stressed democracy — recovering","East Africa's largest economy — Nairobi as regional hub; mobile money (M-Pesa) as financial innovation; flower exports + tourism + tea; 2007–08 post-election violence cost $1bn; 2022 drought + global inflation creating 2023 Gen Z protest context; IMF programme 2023; debt: 70% GDP","42 ethnic groups — Kikuyu-Luo rivalry as dominant fault line (Kenyatta-Odinga dynasties); 2007–08: 1,300 killed in post-election ethnic violence — ICC cases; Nusu Mkate (half-bread) coalition as forced power-sharing; Gen Z protests June–July 2024 (finance bill) — new non-ethnic youth mobilisation; Odinga-Ruto handshake 2018 as conflict resolution model","IEBC (election commission): 2017 Supreme Court nullifying election — unique globally; 2022 IEBC: credible result accepted by Odinga; Supreme Court: demonstrated genuine independence (2017 nullification); ICC cases: Kenyatta and Ruto charged then cases collapsed — impunity concern; EACC anti-corruption: limited effectiveness","Moi 24yr authoritarian → 2002 peaceful transfer (NARC coalition); Kibaki-Raila 2007 disputed → violence → Kofi Annan mediation → GNU; 2013/2017 Jubilee (Kenyatta-Ruto); 2017 Supreme Court nullification globally unique; 2022: Ruto defeating Odinga — Odinga finally accepting result; 2024 Gen Z protests forcing Ruto to withdraw finance bill and reshuffle cabinet","EAC membership; IMF: programme + conditionality; US: security partnership (counterterrorism); China: SGR railway ($3.6bn) + debt controversy; UK: historical relationship; Somalia: Al-Shabaab spillover as security variable; ICC: withdrawal attempt failed","2017 Supreme Court nullifying a presidential election is the only case in the entire dataset of a court overturning a sitting president's re-election — globally unprecedented. The 2024 Gen Z protest movement (finance bill) is analytically significant: non-ethnic, social-media organised, crossing class lines — fundamentally different from historical Kenyan mobilisation. The Odinga-Ruto handshake (political enemies becoming allies) as conflict prevention mechanism is the most used political tool in East Africa — now a model.","Senegal democratic resilience (62%)","Ghana 2013 petition (60%)","Colombia conflict + democracy (52%)","Good","V-Dem 1963–2024; KNBS; IEBC; Supreme Court 2017 nullification records; Afrobarometer; KNCHR post-election violence documentation"
"CRI_CONTROL","Costa Rica","Various (PLN/PUSC/PAC/PLP alternation)","1948–2026","Latin America","Control","control_stable_democracy","High","Control — 76yr unbroken democracy","Abolished army 1948 — defence budget redirected to education and health; eco-tourism + tech sector (Intel, Amazon) as modern economy; dollarized services economy; 2009 fiscal crisis managed without democratic stress; 5% GDP growth average; relatively low inequality by LatAm standards (Gini 0.48); universal healthcare (Caja) as social contract anchor","""Pura vida"" cultural identity as genuine political consensus; strong environmental consciousness; universal literacy (97%) highest in LatAm; no indigenous land rights resolution as ongoing tension; migration: 400,000 Nicaraguan migrants creating labour market politics; evangelical church growth challenging Catholic social consensus","Tribunal Supremo de Elecciones (TSE): the most trusted electoral institution in Latin America — decisions accepted by all parties since 1949; constitutional ban on re-election (one term only) eliminating incumbency advantage; Sala IV (Constitutional Chamber) as genuinely independent court; Defensoría de los Habitantes (ombudsman) functioning; Contraloría General auditing state","PLN-PUSC two-party system → fragmentation post-2014; PAC outsider Solís winning 2014; Carlos Alvarado 2018 on marriage equality platform — won; Rodrigo Chaves 2022: populist outsider winning but within institutional constraints; no serious coup attempt in 76 years; one-term limit preventing personality consolidation","OAS founding member; CAFTA (Central America Free Trade Agreement) with US; regional destabilisation pressure (Nicaragua, Honduras); Panama as economic partner; no military alliance needed — no army; climate leadership disproportionate to size","The only country in the dataset that abolished its army and has maintained unbroken democracy for 76 years — these two facts are causally connected. The TSE (electoral tribunal) is the single most trusted electoral institution in the entire library — its decisions have never been seriously contested by a losing party. One-term presidential limit as the most effective single institutional innovation against personalismo. The most important control case for testing what enables democratic consolidation without military backing.","Uruguay democratic stability (72%)","Botswana long-run stability (65%)","Ghana consolidation (60%)","Excellent","V-Dem 1900–2024; TSE election data; LAPOP; Latinobarómetro; 76 years of unbroken electoral data — highest quality in LatAm"
"URY_CONTROL","Uruguay","Various (FA/PC/PN alternation)","1985–2026","Latin America","Control","control_stable_democracy","High","Control — most stable LatAm democracy","Welfare state model unusual in LatAm — Batllismo legacy; 2002 banking crisis (-11% GDP) survived democratically; Frente Amplio (left) governing 2005–2020 without democratic regression; social policies: marijuana legalisation, same-sex marriage, abortion rights — progressive without instability; 2020 Lacalle Pou (right) winning — peaceful transfer; low Gini (0.39) by LatAm standards","Most secular society in Latin America — church separation 1919; strong labour movement (PIT-CNT); university autonomy tradition; 95% literacy; small population (3.5m) enabling social cohesion; Tupamaro guerrilla movement (1960s–70s) integrating into democratic politics as MPP — unique rehabilitation","Electoral Court: independent and trusted; Parliament: genuine legislative power; Supreme Court: functioning independence; Frente Amplio: left coalition proving democratic left can govern without institutional capture; Ministerio Público: anti-corruption functioning; INDDHH human rights institution","Military dictatorship 1973–1985: pacted transition via Naval Club Agreement; Sanguinetti first democratic president; Frente Amplio winning 2005 (Tabaré Vázquez) — first left government; Mujica (2010–2015): most admired LatAm president of era; FA-PC-PN alternation functioning; Orsi (FA) winning 2024 — third left government","Mercosur founding member; strong rule-of-law reputation attracting investment; ICSID arbitration record: Uruguay winning tobacco case against Philip Morris; OAS active participant; Argentina economic crises creating spillover risk; Brazil political instability as contrast","Tupamaro guerrillas (who kidnapped diplomats and robbed banks in the 1970s) becoming a governing political party (MPP) and producing President Mujica — the most complete transformation of an armed movement into democratic politics in the dataset. The only LatAm country that successfully resisted tobacco industry legal pressure (Philip Morris ICSID case) — rule of law functioning against a multinational. Mujica donating 90% of presidential salary to charity and living on a farm — symbolic politics with genuine democratic legitimacy effect.","Costa Rica stability (70%)","Chile post-Pinochet (65%)","Spain post-Franco (58%)","Excellent","V-Dem 1900–2024; Corte Electoral; LAPOP; Latinobarómetro; Mujica presidency extensively documented"
"VEN_FULL","Venezuela","Chávez → Maduro","1998–2026","Latin America","Collapse","resource_funded_populism","High","Live — collapse stage","Oil at $140/barrel (2008) enabling Misiones social programmes; GDP contraction 75% between 2013–2021 — worst peacetime economic collapse in hemisphere; hyperinflation 1,000,000% in 2018; parallel exchange rate as corruption mechanism; PDVSA purge after 2002 strike converting oil company to political instrument; US sanctions accelerating collapse while strengthening nationalist narrative","7 million emigrants (25% of population) — largest displacement crisis in Western hemisphere; Colectivos: armed pro-regime civilian militias replacing police; malnutrition and healthcare collapse creating humanitarian emergency; elite emigration preceding mass emigration — early warning signal confirmed; Chavismo as identity not just politics — barrio base remains loyal","1999 Constitution: Chávez rewrote rules via referendum; Supreme Court packed with chavistas after 2004 recall referendum; Electoral Council (CNE) fully captured — no credible elections since 2013; National Assembly bypassed via Supreme Court 2017; 2024 election: Maduro claiming victory, opposition producing cryptographic proof of fraud (actas)","Coup attempt 2002: Chávez survived, radicalised consolidation; oil strike 2002–03: Chávez won, purged PDVSA; 2004 recall referendum: won, demoralised opposition; Maduro succession: chavismo without Chávez losing legitimacy rapidly; 2019 Guaidó parallel presidency — institutional dual power; 2024: Edmundo González winning per parallel count, Maduro refusing to leave","Cuba: intelligence and security apparatus training; US: 2002 coup support then sanctions; ALBA as counter-US regional bloc; Russia/China: oil-for-loans financing regime survival; Colombia: spillover + Petro attempting mediation; Carter Center withdrawing from 2024 observation","Only modern case reaching full collapse endpoint while remaining nominally sovereign — useful because the full arc is visible. The 2024 election fraud with verifiable cryptographic tally sheets (actas) is a new phenomenon: opposition had proof of fraud within hours, world acknowledged it, regime survived anyway. Colectivos as permanent parallel state replacing institutional security functions — new authoritarian tool. Oil revenue as democracy-dissolving mechanism: the resource curse operating in real time across 25 years.","Argentina Perón late stage (62%)","Zimbabwe Mugabe economic collapse (58%)","Belarus Lukashenko survival (52%)","Good","V-Dem 1900–2024; Carter Center reports; Súmate parallel count data; OCHA humanitarian data; actas database from 2024 election (opposition)"
